"","Title","Year","Length","Budget","LogBudget"
"482","Beyond Re-Animator",2003,96,"3000000",6.47712125471966
"483","Beyond the Mat",1999,108,"500000",5.69897000433602
"484","Beyond the Pale",1999,96,"350000",5.54406804435028
"485","Beyond the Sea",2004,118,"24000000",7.38021124171161
"486","Beyond the Time Barrier",1960,75,"125000",5.09691001300806
"487","Beyond the Valley of the Dolls",1970,111,"900000",5.95424250943933
"488","Bible!",1974,84,"35000",4.54406804435028
"489","Bible, The",1966,174,"18000000",7.25527250510331
"490","Bicentennial Man",1999,132,"100000000",8
"491","Big",1988,104,"18000000",7.25527250510331
"492","Big Bounce, The",2004,88,"50000000",7.69897000433602
"493","Big Brass Ring, The",1999,104,"7000000",6.84509804001426
"494","Big Bully",1996,90,"15000000",7.17609125905568
"495","Big Daddy",1999,93,"34200000",7.53402610605614
"496","Big Doll House, The",1971,95,"125000",5.09691001300806
"497","Big Fat Liar",2002,88,"15000000",7.17609125905568
"498","Big Fish",2003,125,"70000000",7.84509804001426
"499","Big Fisherman, The",1959,180,"4000000",6.60205999132796
"500","Big Hit, The",1998,91,"13000000",7.11394335230684
"501","Big Jim McLain",1952,90,"826000",5.91698004732038
"502","Big Lebowski, The",1998,117,"15000000",7.17609125905568
"503","Big Momma's House",2000,98,"30000000",7.47712125471966
"504","Big Parade, The",1925,126,"245000",5.38916608436453
"505","Big Picture, The",1989,100,"5000000",6.69897000433602
"506","Big Snatch, The",1968,77,"11000",4.04139268515823
"507","Big Tease, The",1999,86,"4000000",6.60205999132796
"508","Big Trouble",2002,85,"40000000",7.60205999132796
"509","Big Trouble in Little China",1986,99,"25000000",7.39794000867204
"510","Big Wednesday",1978,120,"11000000",7.04139268515823
"511","Bigger Than the Sky",2005,106,"750000",5.8750612633917
"512","Bijou",1972,77,"22000",4.34242268082221
"513","Bikini Beach",1964,99,"600000",5.77815125038364
"514","Bill & Ted's Bogus Journey",1991,93,"20000000",7.30102999566398
"515","Bill & Ted's Excellent Adventure",1989,90,"10000000",7
"516","Bill of Divorcement, A",1932,70,"300000",5.47712125471966
"517","Billy Elliot",2000,110,"5000000",6.69897000433602
"518","Billy Jack",1971,114,"800000",5.90308998699194
"519","Bingo",1991,89,"10000000",7
"520","Bingo Bus, A",2004,30,"4000",3.60205999132796
"521","Biohazard",1984,84,"250000",5.39794000867204
"522","Bird",1988,161,"9000000",6.95424250943933
"523","Birds, The",1963,119,"2500000",6.39794000867204
"524","Birdy in the Cage",2003,9,"2000",3.30102999566398
"525","Birth",2004,100,"20000000",7.30102999566398
"526","Birth of a Nation, The",1915,125,"110000",5.04139268515823
"527","Birth of the Blues",1941,87,"857283",5.93312421171298
"528","Birthday Girl",2001,93,"13000000",7.11394335230684
"529","Bitter Old Man",2003,7,"2000",3.30102999566398
"530","Black Canyon",2004,25,"3000",3.47712125471966
"531","Black Cat, The",1934,65,"95745",4.98111610348549
"532","Black Cauldron, The",1985,80,"44000000",7.64345267648619
"533","Black Gold",1947,90,"450000",5.65321251377534
"534","Black Gulch",2003,15,"55000",4.74036268949424
"535","Black Hawk Down",2001,142,"90000000",7.95424250943933
"536","Black Hills",1948,60,"414000",5.6170003411209
"537","Black Hole, The",1979,98,"18500000",7.26717172840301
"538","Black Knight",2001,95,"50000000",7.69897000433602
"539","Black Legion",1937,83,"235000",5.37106786227174
"540","Black Rain",1989,125,"14000000",7.14612803567824
"541","Black Room, The",1984,87,"250000",5.39794000867204
"542","Black Sleep, The",1956,82,"225000",5.35218251811136
"543","Black Snake",1973,82,"300000",5.47712125471966
"544","Black Stallion, The",1979,118,"2700000",6.43136376415899
"545","Black and White",1999,98,"10000000",7
"546","Black-Eyed Susan",2004,105,"50000",4.69897000433602
"547","Blacktop",2000,100,"3500000",6.54406804435028
"548","Blackwater Elegy",2003,19,"40000",4.60205999132796
"549","Blade",1998,110,"45000000",7.65321251377534
"550","Blade II",2002,108,"55000000",7.74036268949424
"551","Blade Runner",1982,117,"28000000",7.44715803134222
"552","Blade: Trinity",2004,124,"65000000",7.81291335664286
"553","Blair Witch Mountain Project, The",2002,12,"7000",3.84509804001426
"554","Blair Witch Project, The",1999,86,"35000",4.54406804435028
"555","Blanche Fury",1947,90,"1500000",6.17609125905568
"556","Blast from the Past",1999,112,"35000000",7.54406804435028
"557","Blazing Saddles",1974,93,"2600000",6.41497334797082
"558","Bless the Child",2000,107,"40000000",7.60205999132796
"559","Blind Horizon",2003,99,"5100000",6.70757017609794
"560","Blind Husbands",1919,68,"125000",5.09691001300806
"561","Blink",1994,106,"11000000",7.04139268515823
"562","Blitz",2002,28,"5000",3.69897000433602
"563","Blob, The",1958,82,"240000",5.38021124171161
"564","Blob, The",1988,95,"9000000",6.95424250943933
"565","Blondie of the Follies",1932,91,"602620",5.78004354112011
"566","Blood & Guts",1978,94,"700000",5.84509804001426
"567","Blood Alley",1955,115,"2000000",6.30102999566398
"568","Blood Feast",1963,58,"24500",4.38916608436453
"569","Blood Money",1933,65,"238591",5.37765405742294
"570","Blood Shot",2002,28,"35000",4.54406804435028
"571","Blood Work",2002,110,"50000000",7.69897000433602
"572","Blood and Wine",1996,101,"26000000",7.41497334797082
"573","Blood of Jesus, The",1941,68,"5000",3.69897000433602
"574","Blood of the Beast",2003,74,"2000",3.30102999566398
"575","Blood of the Samurai",2001,75,"2000",3.30102999566398
"576","Blood, Guts, Bullets and Octane",1998,87,"7300",3.86332286012046
"577","Bloodletting",1997,89,"10000",4
"578","Bloodline",1979,116,"12000000",7.07918124604763
"579","Bloodsucking Pharaohs in Pittsburgh",1991,89,"250000",5.39794000867204
"580","Bloody Brood, The",1959,80,"80000",4.90308998699194
"581","Bloody Sunday",2002,107,"5000000",6.69897000433602
"582","Blotter",2004,20,"15000",4.17609125905568
"583","Blow",2001,124,"30000000",7.47712125471966
"584","Blow Out",1981,108,"18000000",7.25527250510331
"585","Blowing Wild",1953,90,"1000000",6
"586","Blowup",1966,111,"1800000",6.25527250510331
"587","Blue Bird, The",1976,99,"12000000",7.07918124604763
"588","Blue Citrus Hearts",2003,115,"3000",3.47712125471966
"589","Blue Crush",2002,104,"30000000",7.47712125471966
"590","Blue Hill Avenue",2001,120,"1200000",6.07918124604763
"591","Blue Lagoon, The",1980,104,"4500000",6.65321251377534
"592","Blue Moon",1998,90,"1000",3
"593","Blue Skies",1946,104,"3000000",6.47712125471966
"594","Blue Streak",1999,93,"36000000",7.55630250076729
"595","Blue Velvet",1986,120,"6000000",6.77815125038364
"596","Blue in Green",2005,91,"50000",4.69897000433602
"597","Blue in the Face",1995,83,"2000000",6.30102999566398
"598","Bluefish",2003,24,"7000",3.84509804001426
"599","Blues Brothers 2000",1998,123,"28000000",7.44715803134222
"600","Blues Brothers, The",1980,148,"27000000",7.43136376415899
"601","Blues Lahofesh Hagadol",1987,101,"350000",5.54406804435028
"602","Boat Trip",2002,97,"20000000",7.30102999566398
"603","Bob & Carol & Ted & Alice",1969,101,"2000000",6.30102999566398
"604","Body Double",1984,114,"10000000",7
"605","Body Parts",1991,88,"10000000",7
"606","Body of Evidence",1993,102,"30000000",7.47712125471966
"607","Body of Influence 2",1996,87,"1200000",6.07918124604763
"608","Bogus",1996,110,"32000000",7.50514997831991
"609","Boiler Room",2000,118,"9000000",6.95424250943933
"610","Bold Caballero, The",1936,67,"100000",5
"611","Bombshell",1933,96,"344000",5.53655844257153
"612","Bon voyage",2003,115,"20000000",7.30102999566398
"613","Bone Collector, The",1999,118,"48000000",7.68124123737559
"614","Bone Snatcher, The",2003,96,"6000000",6.77815125038364
"615","Bones",2001,96,"16000000",7.20411998265593
"616","Bonfire of the Vanities, The",1990,125,"47000000",7.67209785793572
"617","Bonnie and Clyde",1967,111,"2500000",6.39794000867204
"618","Bono",2004,97,"250000",5.39794000867204
"619","Boogens, The",1982,95,"600000",5.77815125038364
"620","Boogeyman",2005,89,"20000000",7.30102999566398
"621","Boogie Nights",1997,156,"15000000",7.17609125905568
"622","Book That Wrote Itself, The",1999,71,"25000",4.39794000867204
"623","Book and the Rose, The",2001,29,"40000",4.60205999132796
"624","Book of Life, The",1998,63,"350000",5.54406804435028
"625","Book of Mormon Movie, Volume 1: The Journey, The",2003,120,"2000000",6.30102999566398
"626","Book of Shadows: Blair Witch 2",2000,90,"15000000",7.17609125905568
"627","Boom",1968,110,"10000000",7
"628","Boom Town",1940,119,"2000000",6.30102999566398
"629","Boomerang",1992,118,"42000000",7.6232492903979
"630","Boot, Das",1981,216,"14000000",7.14612803567824
"631","Born Losers, The",1967,113,"360000",5.55630250076729
"632","Born on the Fourth of July",1989,145,"14000000",7.14612803567824
"633","Born to Be Bad",1934,62,"252238",5.40181051422412
"634","Borrowers, The",1997,89,"29000000",7.46239799789896
"635","Bossu, Le",1997,128,"30000000",7.47712125471966
"636","Bottle Rocket",1996,92,"7000000",6.84509804001426
"637","Bottle and the Throttle, The",1968,10,"1000",3
"638","Bottomfeeders",2001,92,"500000",5.69897000433602
"639","Bounce",2000,106,"35000000",7.54406804435028
"640","Bound",1996,109,"4500000",6.65321251377534
"641","Bound by Honor",1993,190,"35000000",7.54406804435028
"642","Bourne Identity, The",2002,119,"75000000",7.8750612633917
"643","Bourne Supremacy, The",2004,108,"75000000",7.8750612633917
"644","Bowery, The",1933,92,"421496",5.62479345752263
"645","Bowfinger",1999,97,"55000000",7.74036268949424
"646","Bowling for Columbine",2002,120,"4000000",6.60205999132796
"647","Boxcar Bertha",1972,92,"600000",5.77815125038364
"648","Boxed",2002,80,"500000",5.69897000433602
"649","Boxers and Ballerinas",2004,90,"85000",4.92941892571429
"650","Boy s tenyu",2005,132,"3500000",6.54406804435028
"651","Boy-Next-Door",2004,17,"50000",4.69897000433602
"652","Boys Beware",1961,10,"1000",3
"653","Boys Don't Cry",1999,118,"2000000",6.30102999566398
"654","Boys Next Door, The",1986,90,"5000000",6.69897000433602
"655","Boys Night Out",1996,34,"30000",4.47712125471966
"656","Boys and Girls",2000,94,"16000000",7.20411998265593
"657","Boys from Brazil, The",1978,123,"12000000",7.07918124604763
"658","Boys in the Band, The",1970,118,"5500000",6.74036268949424
"659","Boys in the Sand",1971,90,"8000",3.90308998699194
"660","Boys on the Side",1995,115,"21000000",7.32221929473392
"661","Boyz n the Hood",1991,107,"6000000",6.77815125038364
"662","Brady Bunch Movie, The",1995,90,"12000000",7.07918124604763
"663","Brain Eaters, The",1958,60,"30000",4.47712125471966
"664","Brain That Wouldn't Die, The",1962,82,"62000",4.79239168949825
"665","Brain from Planet Arous, The",1957,70,"58000",4.76342799356294
"666","Braindead",1992,97,"3000000",6.47712125471966
"667","Brainstorm",1983,106,"15000000",7.17609125905568
"668","Brat 2",2000,122,"1500000",6.17609125905568
"669","Brat, The",1931,60,"243093",5.38577245326891
"670","Braveheart",1995,177,"53000000",7.72427586960079
"671","Bravo Two Zero",1999,115,"6500000",6.81291335664286
"672","Brazil",1985,94,"15000000",7.17609125905568
"673","Bread, My Sweet, The",2001,105,"600000",5.77815125038364
"674","Break Up",1998,100,"9000000",6.95424250943933
"675","Breakdown",1997,95,"36000000",7.55630250076729
"676","Breakfast at Tiffany's",1961,115,"2500000",6.39794000867204
"677","Breakfast of Champions",1999,110,"12000000",7.07918124604763
"678","Breaking All the Rules",1985,91,"2032000",6.30792370361188
"679","Breathing Room",1996,90,"500000",5.69897000433602
"680","Breed, The",2001,91,"4000000",6.60205999132796
"681","Bride & Prejudice",2004,122,"7000000",6.84509804001426
"682","Bride of Chucky",1998,89,"25000000",7.39794000867204
"683","Bride of Frankenstein",1935,75,"397000",5.59879050676312
"684","Bride of the Wind",2001,99,"12000000",7.07918124604763
"685","Bridge Too Far, A",1977,176,"26000000",7.41497334797082
"686","Bridge of Dragons",1999,95,"4000000",6.60205999132796
"687","Bridge on the River Kwai, The",1957,161,"3000000",6.47712125471966
"688","Bridges of Madison County, The",1995,135,"22000000",7.34242268082221
"689","Bridget Jones's Diary",2001,97,"26000000",7.41497334797082
"690","Bridget Jones: The Edge of Reason",2004,108,"70000000",7.84509804001426
"691","Brigadoon",1954,108,"2352625",6.37155270770738
"692","Brigham City",2001,119,"1000000",6
"693","Bring It On",2000,98,"10000000",7
"694","Bring Me the Head of Alfredo Garcia",1974,112,"1500000",6.17609125905568
"695","Bringing Down the House",2003,105,"35000000",7.54406804435028
"696","Bringing Out the Dead",1999,121,"32000000",7.50514997831991
"697","Bringing Rain",2003,82,"150000",5.17609125905568
"698","Broadcast 23",2005,7,"2500",3.39794000867204
"699","Broadway Bad",1933,61,"239308",5.37895721720007
"700","Broadway Danny Rose",1984,84,"8000000",6.90308998699194
"701","Broadway Melody, The",1929,101,"379000",5.57863920996807
"702","Broken Arrow",1996,108,"65000000",7.81291335664286
"703","Broken Blossoms or The Yellow Man and the Girl",1919,90,"88000",4.94448267215017
"704","Broken Hearts Club: A Romantic Comedy, The",2000,94,"1000000",6
"705","Broken Lullaby",1932,76,"889154",5.94897698656977
"706","Broken Vessels",1998,90,"600000",5.77815125038364
"707","Bronx Tale, A",1993,121,"22000000",7.34242268082221
"708","Brooklyn Bound",2004,90,"70000",4.84509804001426
"709","Brother",2000,114,"12000000",7.07918124604763
"710","Brother from Another Planet, The",1984,106,"300000",5.47712125471966
"711","Brothers McMullen, The",1995,98,"23800",4.37657695705651
"712","Brothers in Arms",2003,68,"500000",5.69897000433602
"713","Brown Bunny, The",2003,119,"10000000",7
"714","Brown Sugar",2002,109,"8000000",6.90308998699194
"715","Bruce Almighty",2003,101,"81000000",7.90848501887865
"716","Bruce, The",1996,90,"500000",5.69897000433602
"717","Bruno",2000,108,"10000000",7
"718","Brylcreem Boys, The",1998,106,"6000000",6.77815125038364
"719","Bubba Ho-tep",2002,92,"1000000",6
"720","Bubble Boy",2001,84,"13000000",7.11394335230684
"721","Buck Privates",1941,84,"180000",5.25527250510331
"722","Bucket of Blood, A",1959,66,"25000",4.39794000867204
"723","Budbringeren",1997,83,"2100000",6.32221929473392
"724","Buddy Buddy",1981,96,"10000000",7
"725","Buena onda",1999,11,"2000",3.30102999566398
"726","Buffalo '66",1998,110,"1500000",6.17609125905568
"727","Buffalo Bill and the Indians, or Sitting Bull's History Lesson",1976,123,"6000000",6.77815125038364
"728","Buffalo Soldiers",2001,98,"15000000",7.17609125905568
"729","Bug Buster",1998,93,"8500000",6.92941892571429
"730","Bug Man, The",2003,22,"28000",4.44715803134222
"731","Bug's Life, A",1998,96,"45000000",7.65321251377534
"732","Bugsy",1991,134,"40000000",7.60205999132796
"733","Bull Durham",1988,108,"7000000",6.84509804001426
"734","Bulldog Drummond",1929,90,"550000",5.74036268949424
"735","Bullet for Pretty Boy, A",1970,89,"350000",5.54406804435028
"736","Bulletproof",1988,93,"5000000",6.69897000433602
"737","Bulletproof Monk",2003,104,"52000000",7.7160033436348
"738","Bullets Over Broadway",1994,98,"20000000",7.30102999566398
"739","Bullitt",1968,113,"5500000",6.74036268949424
"740","Bulworth",1998,108,"30000000",7.47712125471966
"741","Bumer",2003,110,"700000",5.84509804001426
"742","Buono, il brutto, il cattivo, Il",1966,180,"1200000",6.07918124604763
"743","Burglar, The",1957,90,"90000",4.95424250943933
"744","Burial Society, The",2002,94,"1500000",6.17609125905568
"745","Burning, The",1981,89,"1500000",6.17609125905568
"746","Burying Dvorak",2003,19,"5000",3.69897000433602
"747","Bushmen",2004,15,"10000",4
"748","Business of Fancydancing, The",2002,103,"200000",5.30102999566398
"749","Bussed",2003,31,"10000",4
"750","Busting Out",2004,57,"100000",5
"751","But I'm a Cheerleader",1999,85,"1200000",6.07918124604763
"752","Butterfly Effect, The",2004,120,"13000000",7.11394335230684
"753","C'era una volta il West",1968,158,"5000000",6.69897000433602
